timestamp,website_id,requests,error_rate,latency,threat_level,action_taken
2026-01-27T16:11:43.409Z,2,12,0.005,20,idle,None
2026-01-27T16:11:43.410Z,3,11,0.005,20,idle,None
2026-01-27T16:11:43.412Z,4,6,0.005,20,idle,None
2026-01-27T16:11:43.413Z,5,2,0.005,20,idle,None
2026-01-27T16:11:43.884Z,1,74,0.005,20,idle,None
2026-01-27T16:11:43.912Z,2,57,0.005,20,idle,None
2026-01-27T16:11:43.913Z,3,20,0.005,20,idle,None
2026-01-27T16:11:43.915Z,4,12,0.005,20,idle,None
2026-01-27T16:11:43.916Z,5,0,0.005,20,idle,None
2026-01-27T16:11:44.393Z,1,15,0.005,20,idle,None
2026-01-27T16:11:44.424Z,2,70,0.005,20,idle,None
2026-01-27T16:11:44.425Z,3,1,0.005,20,idle,None
2026-01-27T16:11:44.427Z,4,11,0.005,20,idle,None
2026-01-27T16:11:44.428Z,5,1,0.005,20,idle,None
2026-01-27T16:11:44.906Z,1,60,0.005,20,idle,None
2026-01-27T16:11:44.938Z,2,7,0.005,20,idle,None
2026-01-27T16:11:44.940Z,3,8,0.005,20,idle,None
2026-01-27T16:11:44.942Z,4,11,0.005,20,idle,None
2026-01-27T16:11:44.944Z,5,1,0.005,20,idle,None
2026-01-27T16:11:45.413Z,1,170,0.005,20,idle,None
2026-01-27T16:11:45.439Z,2,21,0.005,20,idle,None
2026-01-27T16:11:45.439Z,3,15,0.005,20,idle,None
2026-01-27T16:11:45.442Z,4,9,0.005,20,idle,None
2026-01-27T16:11:45.443Z,5,0,0.005,20,idle,None
2026-01-27T16:11:45.915Z,1,168,0.005,20,idle,None
2026-01-27T16:11:45.946Z,2,19,0.005,20,idle,None
2026-01-27T16:11:45.947Z,3,17,0.005,20,idle,None
2026-01-27T16:11:45.949Z,4,4,0.005,20,idle,None
2026-01-27T16:11:45.952Z,5,1,0.005,20,idle,None
2026-01-27T16:11:46.423Z,1,491,0.01,40,low,Monitor
2026-01-27T16:11:46.455Z,2,381,0.01,40,low,Monitor
2026-01-27T16:11:46.459Z,4,39,0.01,40,low,Monitor
2026-01-27T16:11:46.456Z,3,69,0.01,40,low,Monitor
2026-01-27T16:11:46.461Z,5,14,0.01,40,low,Monitor
2026-01-27T16:11:46.934Z,1,226,0.01,40,low,Monitor
2026-01-27T16:11:46.966Z,2,391,0.01,40,low,Monitor
2026-01-27T16:11:46.968Z,3,54,0.01,40,low,Monitor
2026-01-27T16:11:46.969Z,4,41,0.01,40,low,Monitor
2026-01-27T16:11:46.971Z,5,9,0.01,40,low,Monitor
2026-01-27T16:11:47.445Z,1,601,0.01,40,low,Monitor
2026-01-27T16:11:47.471Z,2,184,0.01,40,low,Monitor
2026-01-27T16:11:47.472Z,3,87,0.01,40,low,Monitor
2026-01-27T16:11:47.473Z,4,29,0.01,40,low,Monitor
2026-01-27T16:11:47.474Z,5,13,0.01,40,low,Monitor
2026-01-27T16:11:47.958Z,1,274,0.01,40,low,Monitor
2026-01-27T16:11:47.976Z,3,114,0.01,40,low,Monitor
2026-01-27T16:11:47.974Z,2,254,0.01,40,low,Monitor
2026-01-27T16:11:47.978Z,4,22,0.01,40,low,Monitor
2026-01-27T16:11:47.980Z,5,7,0.01,40,low,Monitor
2026-01-27T16:11:48.471Z,1,514,0.01,40,low,Monitor
2026-01-27T16:11:48.476Z,2,319,0.01,40,low,Monitor
2026-01-27T16:11:48.479Z,3,67,0.01,40,low,Monitor
2026-01-27T16:11:48.484Z,4,59,0.01,40,low,Monitor
2026-01-27T16:11:48.485Z,5,15,0.01,40,low,Monitor
2026-01-27T16:11:48.981Z,1,515,0.01,40,low,Monitor
2026-01-27T16:11:48.983Z,2,349,0.01,40,low,Monitor
2026-01-27T16:11:48.985Z,3,79,0.01,40,low,Monitor
2026-01-27T16:11:48.989Z,4,52,0.01,40,low,Monitor
2026-01-27T16:11:48.990Z,5,9,0.01,40,low,Monitor
2026-01-27T16:11:49.493Z,1,459,0.01,40,low,Monitor
2026-01-27T16:11:49.494Z,2,264,0.01,40,low,Monitor
2026-01-27T16:11:49.496Z,3,76,0.01,40,low,Monitor
2026-01-27T16:11:49.497Z,4,29,0.01,40,low,Monitor
2026-01-27T16:11:49.502Z,5,13,0.01,40,low,Monitor
2026-01-27T16:11:50.007Z,1,287,0.01,40,low,Monitor
2026-01-27T16:11:50.009Z,2,197,0.01,40,low,Monitor
2026-01-27T16:11:50.011Z,3,68,0.01,40,low,Monitor
2026-01-27T16:11:50.013Z,4,34,0.01,40,low,Monitor
2026-01-27T16:11:50.014Z,5,11,0.01,40,low,Monitor
2026-01-27T16:11:50.517Z,2,179,0.01,40,low,Monitor
2026-01-27T16:11:50.515Z,1,336,0.01,40,low,Monitor
2026-01-27T16:11:50.519Z,3,50,0.01,40,low,Monitor
2026-01-27T16:11:50.521Z,4,27,0.01,40,low,Monitor
2026-01-27T16:11:50.523Z,5,10,0.01,40,low,Monitor
2026-01-27T16:11:51.027Z,1,608,0.01,40,low,Monitor
2026-01-27T16:11:51.030Z,2,380,0.01,40,low,Monitor
2026-01-27T16:11:51.031Z,3,34,0.01,40,low,Monitor
2026-01-27T16:11:51.033Z,4,54,0.01,40,low,Monitor
2026-01-27T16:11:51.034Z,5,15,0.01,40,low,Monitor
2026-01-27T16:11:51.537Z,1,718,0.01,40,low,Monitor
2026-01-27T16:11:51.539Z,2,388,0.01,40,low,Monitor
2026-01-27T16:11:51.541Z,3,42,0.01,40,low,Monitor
2026-01-27T16:11:51.543Z,4,32,0.01,40,low,Monitor
2026-01-27T16:11:51.545Z,5,7,0.01,40,low,Monitor
2026-01-27T16:11:52.049Z,1,388,0.01,40,low,Monitor
2026-01-27T16:11:52.051Z,2,186,0.01,40,low,Monitor
2026-01-27T16:11:52.053Z,3,105,0.01,40,low,Monitor
2026-01-27T16:11:52.055Z,4,18,0.01,40,low,Monitor
2026-01-27T16:11:52.057Z,5,6,0.01,40,low,Monitor
2026-01-27T16:11:52.561Z,1,492,0.01,40,low,Monitor
2026-01-27T16:11:52.562Z,2,191,0.01,40,low,Monitor
2026-01-27T16:11:52.565Z,4,20,0.01,40,low,Monitor
2026-01-27T16:11:52.564Z,3,118,0.01,40,low,Monitor
2026-01-27T16:11:52.567Z,5,5,0.01,40,low,Monitor
2026-01-27T16:11:53.072Z,1,627,0.01,40,low,Monitor
2026-01-27T16:11:53.074Z,2,176,0.01,40,low,Monitor
2026-01-27T16:11:53.076Z,3,49,0.01,40,low,Monitor
2026-01-27T16:11:53.080Z,5,10,0.01,40,low,Monitor
2026-01-27T16:11:53.078Z,4,42,0.01,40,low,Monitor
2026-01-27T16:11:53.582Z,1,571,0.01,40,low,Monitor
2026-01-27T16:11:53.584Z,2,181,0.01,40,low,Monitor
2026-01-27T16:11:53.586Z,3,73,0.01,40,low,Monitor
2026-01-27T16:11:53.588Z,4,49,0.01,40,low,Monitor
2026-01-27T16:11:53.590Z,5,7,0.01,40,low,Monitor
2026-01-27T16:11:54.096Z,1,783,0.01,40,low,Monitor
2026-01-27T16:11:54.097Z,2,306,0.01,40,low,Monitor
2026-01-27T16:11:54.098Z,3,54,0.01,40,low,Monitor
2026-01-27T16:11:54.099Z,4,49,0.01,40,low,Monitor
2026-01-27T16:11:54.101Z,5,7,0.01,40,low,Monitor
2026-01-27T16:11:54.601Z,2,242,0.01,40,low,Monitor
2026-01-27T16:11:54.599Z,1,560,0.01,40,low,Monitor
2026-01-27T16:11:54.604Z,4,40,0.01,40,low,Monitor
2026-01-27T16:11:54.602Z,3,114,0.01,40,low,Monitor
2026-01-27T16:11:54.606Z,5,13,0.01,40,low,Monitor
2026-01-27T16:11:55.101Z,1,364,0.01,40,low,Monitor
2026-01-27T16:11:55.103Z,2,170,0.01,40,low,Monitor
2026-01-27T16:11:55.104Z,3,51,0.01,40,low,Monitor
2026-01-27T16:11:55.106Z,4,23,0.01,40,low,Monitor
2026-01-27T16:11:55.109Z,5,5,0.01,40,low,Monitor
2026-01-27T16:11:55.601Z,1,697,0.01,40,low,Monitor
2026-01-27T16:11:55.602Z,2,248,0.01,40,low,Monitor
2026-01-27T16:11:55.603Z,3,71,0.01,40,low,Monitor
2026-01-27T16:11:55.608Z,5,14,0.01,40,low,Monitor
2026-01-27T16:11:55.606Z,4,20,0.01,40,low,Monitor
2026-01-27T16:11:56.116Z,1,606,0.01,40,low,Monitor
2026-01-27T16:11:56.119Z,2,264,0.01,40,low,Monitor
2026-01-27T16:11:56.121Z,3,50,0.01,40,low,Monitor
2026-01-27T16:11:56.122Z,4,35,0.01,40,low,Monitor
2026-01-27T16:11:56.124Z,5,12,0.01,40,low,Monitor
2026-01-27T16:11:56.627Z,2,266,0.01,40,low,Monitor
2026-01-27T16:11:56.625Z,1,628,0.01,40,low,Monitor
2026-01-27T16:11:56.629Z,3,50,0.01,40,low,Monitor
2026-01-27T16:11:56.631Z,4,19,0.01,40,low,Monitor
2026-01-27T16:11:56.633Z,5,5,0.01,40,low,Monitor
2026-01-27T16:11:57.139Z,1,588,0.01,40,low,Monitor
2026-01-27T16:11:57.142Z,2,298,0.01,40,low,Monitor
2026-01-27T16:11:57.143Z,3,51,0.01,40,low,Monitor
2026-01-27T16:11:57.146Z,4,33,0.01,40,low,Monitor
2026-01-27T16:11:57.156Z,5,9,0.01,40,low,Monitor
2026-01-27T16:11:57.643Z,1,535,0.01,40,low,Monitor
2026-01-27T16:11:57.645Z,2,392,0.01,40,low,Monitor
2026-01-27T16:11:57.648Z,3,91,0.01,40,low,Monitor
2026-01-27T16:11:57.651Z,4,46,0.01,40,low,Monitor
2026-01-27T16:11:57.658Z,5,6,0.01,40,low,Monitor
2026-01-27T16:11:58.151Z,1,763,0.01,40,low,Monitor
2026-01-27T16:11:58.157Z,3,61,0.01,40,low,Monitor
2026-01-27T16:11:58.155Z,2,108,0.01,40,low,Monitor
2026-01-27T16:11:58.159Z,4,29,0.01,40,low,Monitor
2026-01-27T16:11:58.162Z,5,8,0.01,40,low,Monitor
2026-01-27T16:11:58.657Z,1,378,0.01,40,low,Monitor
2026-01-27T16:11:58.658Z,2,336,0.01,40,low,Monitor
2026-01-27T16:11:58.658Z,3,85,0.01,40,low,Monitor
2026-01-27T16:11:58.660Z,4,32,0.01,40,low,Monitor
2026-01-27T16:11:58.661Z,5,4,0.01,40,low,Monitor
2026-01-27T16:11:59.157Z,1,441,0.01,40,low,Monitor
2026-01-27T16:11:59.159Z,2,132,0.01,40,low,Monitor
2026-01-27T16:11:59.162Z,3,90,0.01,40,low,Monitor
2026-01-27T16:11:59.163Z,4,58,0.01,40,low,Monitor
2026-01-27T16:11:59.164Z,5,11,0.01,40,low,Monitor
2026-01-27T16:11:59.670Z,1,776,0.01,40,low,Monitor
2026-01-27T16:11:59.672Z,2,284,0.01,40,low,Monitor
2026-01-27T16:11:59.673Z,3,69,0.01,40,low,Monitor
2026-01-27T16:11:59.676Z,5,8,0.01,40,low,Monitor
2026-01-27T16:11:59.675Z,4,42,0.01,40,low,Monitor
2026-01-27T16:12:00.175Z,1,704,0.01,40,low,Monitor
2026-01-27T16:12:00.178Z,2,202,0.01,40,low,Monitor
2026-01-27T16:12:00.180Z,3,44,0.01,40,low,Monitor
2026-01-27T16:12:00.182Z,4,54,0.01,40,low,Monitor
2026-01-27T16:12:00.183Z,5,11,0.01,40,low,Monitor
2026-01-27T16:12:00.677Z,2,288,0.01,40,low,Monitor
2026-01-27T16:12:00.675Z,1,434,0.01,40,low,Monitor
2026-01-27T16:12:00.678Z,3,41,0.01,40,low,Monitor
2026-01-27T16:12:00.679Z,4,36,0.01,40,low,Monitor
2026-01-27T16:12:00.682Z,5,14,0.01,40,low,Monitor
2026-01-27T16:12:01.177Z,1,2272,0.015,100,moderate,Monitor (High Load)
2026-01-27T16:12:01.180Z,2,1204,0.015,100,moderate,Monitor (High Load)
2026-01-27T16:12:01.181Z,3,345,0.015,100,moderate,Monitor (High Load)
2026-01-27T16:12:01.184Z,4,185,0.015,100,moderate,Monitor (High Load)
2026-01-27T16:12:01.187Z,5,52,0.015,100,moderate,Monitor (High Load)
2026-01-27T16:12:01.693Z,1,2523,0.015,100,moderate,Monitor (High Load)
2026-01-27T16:12:01.695Z,2,1316,0.015,100,moderate,Monitor (High Load)
2026-01-27T16:12:01.697Z,3,360,0.015,100,moderate,Monitor (High Load)
2026-01-27T16:12:01.698Z,4,191,0.015,100,moderate,Monitor (High Load)
2026-01-27T16:12:01.699Z,5,48,0.015,100,moderate,Monitor (High Load)
2026-01-27T16:12:02.236Z,1,2769,0.015,100,moderate,Monitor (High Load)
2026-01-27T16:12:02.272Z,2,1186,0.015,100,moderate,Monitor (High Load)
2026-01-27T16:12:02.274Z,3,369,0.015,100,moderate,Monitor (High Load)
2026-01-27T16:12:02.276Z,4,202,0.015,100,moderate,Monitor (High Load)
2026-01-27T16:12:02.277Z,5,54,0.015,100,moderate,Monitor (High Load)
2026-01-27T16:12:02.696Z,1,2437,0.015,100,moderate,Monitor (High Load)
2026-01-27T16:12:02.699Z,2,1414,0.015,100,moderate,Monitor (High Load)
2026-01-27T16:12:02.704Z,3,444,0.015,100,moderate,Monitor (High Load)
2026-01-27T16:12:02.706Z,4,221,0.015,100,moderate,Monitor (High Load)
2026-01-27T16:12:02.708Z,5,56,0.015,100,moderate,Monitor (High Load)
2026-01-27T16:12:03.207Z,1,2483,0.015,100,moderate,Monitor (High Load)
2026-01-27T16:12:03.209Z,2,1261,0.015,100,moderate,Monitor (High Load)
2026-01-27T16:12:03.212Z,3,380,0.015,100,moderate,Monitor (High Load)
2026-01-27T16:12:03.214Z,4,185,0.015,100,moderate,Monitor (High Load)
2026-01-27T16:12:03.217Z,5,53,0.015,100,moderate,Monitor (High Load)
2026-01-27T16:12:03.722Z,1,2359,0.015,100,moderate,Monitor (High Load)
2026-01-27T16:12:03.725Z,2,1185,0.015,100,moderate,Monitor (High Load)
2026-01-27T16:12:03.728Z,3,338,0.015,100,moderate,Monitor (High Load)
2026-01-27T16:12:03.731Z,4,214,0.015,100,moderate,Monitor (High Load)
2026-01-27T16:12:03.733Z,5,50,0.015,100,moderate,Monitor (High Load)
2026-01-27T16:12:04.233Z,2,1289,0.015,100,moderate,Monitor (High Load)
2026-01-27T16:12:04.230Z,1,2672,0.015,100,moderate,Monitor (High Load)
2026-01-27T16:12:04.235Z,3,354,0.015,100,moderate,Monitor (High Load)
2026-01-27T16:12:04.238Z,4,170,0.015,100,moderate,Monitor (High Load)
2026-01-27T16:12:04.241Z,5,51,0.015,100,moderate,Monitor (High Load)
2026-01-27T16:12:04.730Z,1,2543,0.015,100,moderate,Monitor (High Load)
2026-01-27T16:12:04.733Z,2,1172,0.015,100,moderate,Monitor (High Load)
2026-01-27T16:12:04.735Z,3,351,0.015,100,moderate,Monitor (High Load)
2026-01-27T16:12:04.741Z,5,51,0.015,100,moderate,Monitor (High Load)
2026-01-27T16:12:04.738Z,4,213,0.015,100,moderate,Monitor (High Load)
2026-01-27T16:12:05.246Z,2,1259,0.015,100,moderate,Monitor (High Load)
2026-01-27T16:12:05.243Z,1,2350,0.015,100,moderate,Monitor (High Load)
2026-01-27T16:12:05.251Z,4,195,0.015,100,moderate,Monitor (High Load)
2026-01-27T16:12:05.249Z,3,441,0.015,100,moderate,Monitor (High Load)
2026-01-27T16:12:05.256Z,5,59,0.015,100,moderate,Monitor (High Load)
2026-01-27T16:12:05.750Z,1,2761,0.015,100,moderate,Monitor (High Load)
2026-01-27T16:12:05.753Z,2,1218,0.015,100,moderate,Monitor (High Load)
2026-01-27T16:12:05.756Z,3,408,0.015,100,moderate,Monitor (High Load)
2026-01-27T16:12:05.759Z,4,194,0.015,100,moderate,Monitor (High Load)
2026-01-27T16:12:05.761Z,5,49,0.015,100,moderate,Monitor (High Load)
2026-01-27T16:12:06.264Z,1,2327,0.015,100,moderate,Monitor (High Load)
2026-01-27T16:12:06.267Z,2,1194,0.015,100,moderate,Monitor (High Load)
2026-01-27T16:12:06.269Z,3,433,0.015,100,moderate,Monitor (High Load)
2026-01-27T16:12:06.273Z,4,167,0.015,100,moderate,Monitor (High Load)
2026-01-27T16:12:06.276Z,5,52,0.015,100,moderate,Monitor (High Load)
2026-01-27T16:12:06.775Z,1,2995,0.015,100,moderate,Monitor (High Load)
2026-01-27T16:12:06.778Z,2,1302,0.015,100,moderate,Monitor (High Load)
2026-01-27T16:12:06.784Z,4,176,0.015,100,moderate,Monitor (High Load)
2026-01-27T16:12:06.781Z,3,400,0.015,100,moderate,Monitor (High Load)
2026-01-27T16:12:06.786Z,5,54,0.015,100,moderate,Monitor (High Load)
2026-01-27T16:12:07.281Z,1,2298,0.015,100,moderate,Monitor (High Load)
2026-01-27T16:12:07.284Z,2,1367,0.015,100,moderate,Monitor (High Load)
2026-01-27T16:12:07.289Z,4,210,0.015,100,moderate,Monitor (High Load)
2026-01-27T16:12:07.286Z,3,378,0.015,100,moderate,Monitor (High Load)
2026-01-27T16:12:07.291Z,5,54,0.015,100,moderate,Monitor (High Load)
2026-01-27T16:12:07.795Z,1,2843,0.015,100,moderate,Monitor (High Load)
2026-01-27T16:12:07.799Z,2,1259,0.015,100,moderate,Monitor (High Load)
2026-01-27T16:12:07.802Z,3,369,0.015,100,moderate,Monitor (High Load)
2026-01-27T16:12:07.805Z,4,176,0.015,100,moderate,Monitor (High Load)
2026-01-27T16:12:07.811Z,5,47,0.015,100,moderate,Monitor (High Load)
2026-01-27T16:12:08.294Z,1,2260,0.015,100,moderate,Monitor (High Load)
2026-01-27T16:12:08.303Z,3,448,0.015,100,moderate,Monitor (High Load)
2026-01-27T16:12:08.300Z,2,1337,0.015,100,moderate,Monitor (High Load)
2026-01-27T16:12:08.305Z,4,172,0.015,100,moderate,Monitor (High Load)
2026-01-27T16:12:08.310Z,5,49,0.015,100,moderate,Monitor (High Load)
2026-01-27T16:12:08.802Z,1,2791,0.015,100,moderate,Monitor (High Load)
2026-01-27T16:12:08.805Z,2,1495,0.015,100,moderate,Monitor (High Load)
2026-01-27T16:12:08.808Z,3,414,0.015,100,moderate,Monitor (High Load)
2026-01-27T16:12:08.811Z,4,176,0.015,100,moderate,Monitor (High Load)
2026-01-27T16:12:08.813Z,5,45,0.015,100,moderate,Monitor (High Load)
2026-01-27T16:12:09.304Z,1,2330,0.015,100,moderate,Monitor (High Load)
2026-01-27T16:12:09.307Z,2,1288,0.015,100,moderate,Monitor (High Load)
2026-01-27T16:12:09.311Z,3,394,0.015,100,moderate,Monitor (High Load)
2026-01-27T16:12:09.313Z,4,172,0.015,100,moderate,Monitor (High Load)
2026-01-27T16:12:09.315Z,5,51,0.015,100,moderate,Monitor (High Load)
2026-01-27T16:12:09.811Z,1,2644,0.015,100,moderate,Monitor (High Load)
2026-01-27T16:12:09.813Z,2,1358,0.015,100,moderate,Monitor (High Load)
2026-01-27T16:12:09.816Z,3,343,0.015,100,moderate,Monitor (High Load)
2026-01-27T16:12:09.818Z,4,172,0.015,100,moderate,Monitor (High Load)
2026-01-27T16:12:09.820Z,5,53,0.015,100,moderate,Monitor (High Load)
2026-01-27T16:12:10.325Z,1,2244,0.015,100,moderate,Monitor (High Load)
2026-01-27T16:12:10.328Z,2,1379,0.015,100,moderate,Monitor (High Load)
2026-01-27T16:12:10.331Z,3,436,0.015,100,moderate,Monitor (High Load)
2026-01-27T16:12:10.337Z,5,51,0.015,100,moderate,Monitor (High Load)
2026-01-27T16:12:10.334Z,4,189,0.015,100,moderate,Monitor (High Load)
2026-01-27T16:12:10.838Z,1,2487,0.015,100,moderate,Monitor (High Load)
2026-01-27T16:12:10.841Z,2,1272,0.015,100,moderate,Monitor (High Load)
2026-01-27T16:12:10.844Z,3,410,0.015,100,moderate,Monitor (High Load)
2026-01-27T16:12:10.847Z,4,221,0.015,100,moderate,Monitor (High Load)
2026-01-27T16:12:10.849Z,5,54,0.015,100,moderate,Monitor (High Load)
2026-01-27T16:12:11.345Z,1,2737,0.015,100,moderate,Monitor (High Load)
2026-01-27T16:12:11.347Z,2,1476,0.015,100,moderate,Monitor (High Load)
2026-01-27T16:12:11.350Z,4,172,0.015,100,moderate,Monitor (High Load)
2026-01-27T16:12:11.348Z,3,390,0.015,100,moderate,Monitor (High Load)
2026-01-27T16:12:11.351Z,5,51,0.015,100,moderate,Monitor (High Load)
